"#","Country","ISO","Name","SEZ Present","SEZ Name","SEZ VAT Treatment","SEZ CIT Rate","Local Licensing Fee","Land Ownership Rules"
"523","Chad","TD","Logone Occidental","Yes","Zone Industrielle du Logone (ZILOG) (PPP: Republic of Chad / ARISE IIP; Moundou; Ordinance No. 002/PCMT/2022; ariseiip.com official; UNCTAD confirmed)","Standard VAT (18%) applies within ZILOG; reduced customs duty rate of 3.4% for first 10 years. Source: ARISE IIP official (ariseiip.com/project/laham-tchad); PwC Chad Tax Summaries; Ordinance No. 002/PCMT/2022","0% CIT for first 10 years; 10% CIT from year 11 onwards. Standard CIT outside zone: 35%. Source: ARISE IIP official (ariseiip.com/project/laham-tchad); Ordinance No. 002/PCMT/2022; UNCTAD Investment Policy Monitor",NA,NA
"524","Chad","TD","Logone Oriental","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 35% CIT applies.",NA,NA
"525","Chad","TD","Mandoul","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 35% CIT applies.",NA,NA
"526","Chad","TD","Mayo-Kebbi Est","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 35% CIT applies.",NA,NA
"527","Chad","TD","Mayo-Kebbi Ouest","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 35% CIT applies.",NA,NA
"528","Chad","TD","Moyen-Chari","Yes","Zone industrielle de Sarh (ZISARH) (PPP: Republic of Chad / ARISE IIP; 485 ha; Ordinance No. 002/PCMT/2022; ariseiip.com official; UNCTAD confirmed)","Standard VAT (18%) applies within ZISARH; reduced customs duty rate of 3.4% for first 10 years. Source: ARISE IIP official (ariseiip.com/project/laham-tchad); PwC Chad Tax Summaries; Ordinance No. 002/PCMT/2022","0% CIT for first 10 years; 10% CIT from year 11 onwards. Standard CIT outside zone: 35%. Source: ARISE IIP official (ariseiip.com/project/laham-tchad); Ordinance No. 002/PCMT/2022; UNCTAD Investment Policy Monitor",NA,NA
"529","Chad","TD","N'Djamena","Yes","Zone industrielle de N'Djamena (ZINDJAM) (PPP: Republic of Chad / ARISE IIP; 311 ha; Ordinance No. 002/PCMT/2022; ariseiip.com official; UNCTAD confirmed)","Standard VAT (18%) applies within ZINDJAM; reduced customs duty rate of 3.4% for first 10 years. Source: ARISE IIP official (ariseiip.com/project/laham-tchad); PwC Chad Tax Summaries; Ordinance No. 002/PCMT/2022","0% CIT for first 10 years; 10% CIT from year 11 onwards. Standard CIT outside zone: 35%. Source: ARISE IIP official (ariseiip.com/project/laham-tchad); Ordinance No. 002/PCMT/2022; UNCTAD Investment Policy Monitor",NA,NA
"530","Chad","TD","Ouaddaï","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 35% CIT applies.",NA,NA
"531","Chad","TD","Salamat","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 35% CIT applies.",NA,NA
"532","Chad","TD","Sila","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 35% CIT applies.",NA,NA
"533","Chad","TD","Tandjilé","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 35% CIT applies.",NA,NA
"534","Chad","TD","Tibesti","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 35% CIT applies.",NA,NA
"535","Chad","TD","Wadi Fira","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 35% CIT applies.",NA,NA
"536","Mauritania","MR","Adrar","No","No SEZ","N/A. No SEZ. Standard VAT 16% applies. Source: PwC Mauritania Tax Summaries","N/A. No SEZ. Standard 25% CIT applies. Source: PwC Mauritania Tax Summaries",NA,NA
"537","Mauritania","MR","Assaba","No","No SEZ","N/A. No SEZ. Standard VAT 16% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"538","Mauritania","MR","Brakna","No","No SEZ","N/A. No SEZ. Standard VAT 16% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"539","Mauritania","MR","Dakhlet Nouadhibou","Yes","Nouadhibou Free Zone (Zone Franche de Nouadhibou / ZFN) (Law No. 2013-001 of 2 January 2013; revised July 2024; ndbfreezone.mr official; IMF Technical Assistance Report 2025)","VAT and customs exemptions for qualifying activities under ZFN special regime (Law No. 2013-001, revised July 2024). Standard national VAT is 16%. Source: IMF Technical Assistance Report on ZFN (2025, doi:10.5089/9798229023986); Rivermate Mauritania; PwC Mauritania","Full CIT exemption for zone companies. Standard CIT outside zone: 25%. Source: IMF Technical Assistance Report on ZFN (2025, doi:10.5089/9798229023986); Rivermate Mauritania; Law No. 2013-001 and July 2024 revision",NA,NA
"540","Mauritania","MR","Gorgol","No","No SEZ","N/A. No SEZ. Standard VAT 16% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"541","Mauritania","MR","Guidimaka","No","No SEZ","N/A. No SEZ. Standard VAT 16% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"542","Mauritania","MR","Hodh Ech Chargui","No","No SEZ","N/A. No SEZ. Standard VAT 16% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"543","Mauritania","MR","Hodh El Gharbi","No","No SEZ","N/A. No SEZ. Standard VAT 16% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"544","Mauritania","MR","Inchiri","No","No SEZ","N/A. No SEZ. Standard VAT 16% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"545","Mauritania","MR","Nouakchott Nord","No","No SEZ","N/A. No SEZ. Standard VAT 16% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"546","Mauritania","MR","Nouakchott Ouest","No","No SEZ","N/A. No SEZ. Standard VAT 16% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"547","Mauritania","MR","Nouakchott Sud","No","No SEZ","N/A. No SEZ. Standard VAT 16% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"548","Mauritania","MR","Tagant","No","No SEZ","N/A. No SEZ. Standard VAT 16% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"549","Mauritania","MR","Tiris Zemmour","No","No SEZ","N/A. No SEZ. Standard VAT 16% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"550","Mauritania","MR","Trarza","No","No SEZ","N/A. No SEZ. Standard VAT 16% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"551","South Sudan","SS","Central Equatoria","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies. Source: PwC South Sudan; US State Dept","N/A. No SEZ. Standard 25% CIT applies. Source: PwC South Sudan; US State Dept Investment Climate",NA,NA
"552","South Sudan","SS","Eastern Equatoria","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"553","South Sudan","SS","Jonglei","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"554","South Sudan","SS","Lakes","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"555","South Sudan","SS","Northern Bahr el Ghazal","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"556","South Sudan","SS","Unity","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"557","South Sudan","SS","Upper Nile","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"558","South Sudan","SS","Warrap","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"559","South Sudan","SS","Western Bahr el Ghazal","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"560","South Sudan","SS","Western Equatoria","No","No SEZ","N/A. No SEZ. Standard VAT 18% applies.","N/A. No SEZ. Standard 25% CIT applies.",NA,NA
"561","Malawi","MW","Balaka","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies. Source: MRA Malawi; VATCalc (Feb 2026)","N/A. No SEZ. Standard 30% CIT applies. Source: MRA Malawi; PwC Malawi Tax Summaries",NA,NA
"562","Malawi","MW","Blantyre","Yes","Matindi SEZ and Chigumula Industrial Park (SEZ Act 2024 / Bill No. 27 of 2023; MITC official; Chigumula: 22.7 ha govt-funded; Matindi: 130 ha PPP with ARISE IIP)","No VAT on inputs and export produce/manufactured goods; no import duty on capital equipment and raw materials. Standard national VAT is 16.5%. Source: MITC official export incentives (mitc.mw); EPZ Act 1995; Malawi Tax Incentives Handbook (MCCCI/MRA 2022); SEZ Act 2024","0% — EPZ/SEZ companies fully exempt from corporate income tax. No withholding tax on dividends. Standard CIT outside zone: 30%. Source: MITC official (mitc.mw); EPZ Act 1995; Malawi Tax Incentives Handbook (MCCCI/MRA 2022); SEZ Act 2024 (Bill No. 27/2023)",NA,NA
"563","Malawi","MW","Chikwawa","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"564","Malawi","MW","Chiradzulu","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"565","Malawi","MW","Chitipa","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"566","Malawi","MW","Dedza","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"567","Malawi","MW","Dowa","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"568","Malawi","MW","Karonga","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"569","Malawi","MW","Kasungu","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"570","Malawi","MW","Likoma","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"571","Malawi","MW","Lilongwe","Yes","Magwero Industrial Park / Area 55 SEZ (417 ha; PPP with ARISE IIP; SEZ Act 2024 / Bill No. 27 of 2023; MITC official; UNECA confirmed)","No VAT on inputs and export produce/manufactured goods; no import duty on capital equipment and raw materials. Standard national VAT is 16.5%. Source: MITC official export incentives (mitc.mw); EPZ Act 1995; Malawi Tax Incentives Handbook (MCCCI/MRA 2022); SEZ Act 2024","0% — EPZ/SEZ companies fully exempt from corporate income tax. No withholding tax on dividends. Standard CIT outside zone: 30%. Source: MITC official (mitc.mw); EPZ Act 1995; Malawi Tax Incentives Handbook (MCCCI/MRA 2022); SEZ Act 2024 (Bill No. 27/2023)",NA,NA
"572","Malawi","MW","Machinga","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"573","Malawi","MW","Mangochi","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"574","Malawi","MW","Mchinji","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"575","Malawi","MW","Mulanje","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"576","Malawi","MW","Mwanza","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"577","Malawi","MW","Mzimba","Yes","Dunduzu Industrial Park SEZ (Mzuzu; 72 ha; SEZ Act 2024 / Bill No. 27 of 2023; MITC official; UNECA confirmed)","No VAT on inputs and export produce/manufactured goods; no import duty on capital equipment and raw materials. Standard national VAT is 16.5%. Source: MITC official export incentives (mitc.mw); EPZ Act 1995; Malawi Tax Incentives Handbook (MCCCI/MRA 2022); SEZ Act 2024","0% — EPZ/SEZ companies fully exempt from corporate income tax. No withholding tax on dividends. Standard CIT outside zone: 30%. Source: MITC official (mitc.mw); EPZ Act 1995; Malawi Tax Incentives Handbook (MCCCI/MRA 2022); SEZ Act 2024 (Bill No. 27/2023)",NA,NA
"578","Malawi","MW","Neno","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"579","Malawi","MW","Nkhata Bay","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"580","Malawi","MW","Nkhotakota","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"581","Malawi","MW","Nsanje","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"582","Malawi","MW","Ntcheu","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"583","Malawi","MW","Ntchisi","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"584","Malawi","MW","Phalombe","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"585","Malawi","MW","Rumphi","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"586","Malawi","MW","Salima","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"587","Malawi","MW","Thyolo","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"588","Malawi","MW","Zomba","No","No SEZ","N/A. No SEZ. Standard VAT 16.5% applies.","N/A. No SEZ. Standard 30% CIT applies.",NA,NA
"589","Madagascar","MG","Alaotra-Mangoro","No","No SEZ","N/A. No SEZ. Standard VAT 20% applies. Source: PwC Madagascar Tax Summaries","N/A. No SEZ. Standard 20% CIT applies. Source: PwC Madagascar Tax Summaries",NA,NA
"590","Madagascar","MG","Amoron'i Mania","No","No SEZ","N/A. No SEZ. Standard VAT 20% applies.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"591","Madagascar","MG","Analamanga","Yes","Zone Franche / Export Processing Zone (EPZ) (enterprise-based regime; Law No. 2007-037 of 14 January 2008; administered by EDBM; Antananarivo/Analamanga hosts dominant concentration of EPZ companies; EDBM official; US State Dept; World Bank confirmed)","No VAT or customs duties on imports of raw materials for EPZ/Zone Franche companies; domestic sales (up to 5% of output) subject to standard VAT. Standard national VAT is 20%. Source: US State Dept Investment Climate Madagascar 2025; World Bank Benchmarking Madagascar Free Zone (2020); Law No. 2007-037; PwC Madagascar Tax Summaries","0% CIT exemption for first 5 years of operation; 10% CIT from year 6 onwards (for processing and intensive production companies). Standard national CIT: 20%. Source: US State Dept Investment Climate Madagascar 2025; World Bank Benchmarking Madagascar Free Zone (2020); PwC Madagascar (Tax Summaries, Tax Credits and Incentives); Law No. 2007-037 of 14 Jan 2008 (EDBM official)",NA,NA
"592","Madagascar","MG","Analanjirofo","No","No SEZ","N/A. No SEZ. Standard VAT 20% applies.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"593","Madagascar","MG","Androy","No","No SEZ","N/A. No SEZ. Standard VAT 20% applies.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"594","Madagascar","MG","Anosy","No","No SEZ","N/A. No SEZ. Standard VAT 20% applies.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"595","Madagascar","MG","Atsimo-Andrefana","No","No SEZ","N/A. No SEZ. Standard VAT 20% applies.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"596","Madagascar","MG","Atsimo-Atsinanana","No","No SEZ","N/A. No SEZ. Standard VAT 20% applies.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"597","Madagascar","MG","Atsinanana","No","No SEZ","N/A. No SEZ. Standard VAT 20% applies.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"598","Madagascar","MG","Betsiboka","No","No SEZ","N/A. No SEZ. Standard VAT 20% applies.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"599","Madagascar","MG","Boeny","No","No SEZ","N/A. No SEZ. Standard VAT 20% applies.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"600","Madagascar","MG","Bongolava","No","No SEZ","N/A. No SEZ. Standard VAT 20% applies.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"601","Madagascar","MG","Diana","No","No SEZ","N/A. No SEZ. Standard VAT 20% applies.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"602","Madagascar","MG","Haute Matsiatra","No","No SEZ","N/A. No SEZ. Standard VAT 20% applies.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"603","Madagascar","MG","Ihorombe","No","No SEZ","N/A. No SEZ. Standard VAT 20% applies.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"604","Madagascar","MG","Itasy","No","No SEZ","N/A. No SEZ. Standard VAT 20% applies.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"605","Madagascar","MG","Melaky","No","No SEZ","N/A. No SEZ. Standard VAT 20% applies.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"606","Madagascar","MG","Menabe","No","No SEZ","N/A. No SEZ. Standard VAT 20% applies.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"607","Madagascar","MG","Sava","No","No SEZ","N/A. No SEZ. Standard VAT 20% applies.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"608","Madagascar","MG","Sofia","No","No SEZ","N/A. No SEZ. Standard VAT 20% applies.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
"609","Madagascar","MG","Vakinankaratra","No","No SEZ","N/A. No SEZ. Standard VAT 20% applies.","N/A. No SEZ. Standard 20% CIT applies.",NA,NA
